0,0.19788
1,0.1165
2,0.05424
3,0.04906
4,0.04132
5,0.03816
6,0.03672
7,0.03724
8,0.02922
9,0.0317
10,0.02892
11,0.02856
12,0.02508
13,0.02782
14,0.02706
15,0.02278
16,0.02696
17,0.02124
18,0.02102
19,0.02166
