0,0.21062
1,0.17328
2,0.15236
3,0.13186
4,0.11402
5,0.10164
6,0.09572
7,0.08658
8,0.08014
9,0.0644
10,0.06392
11,0.0576
12,0.05268
13,0.04886
14,0.0462
15,0.04546
16,0.0415
17,0.04302
18,0.04192
19,0.04178
