0,0.25464
1,0.22114
2,0.19286
3,0.1794
4,0.15688
5,0.13916
6,0.13336
7,0.12014
8,0.12004
9,0.10966
10,0.0978
11,0.10098
12,0.10366
13,0.09592
14,0.10438
15,0.0894
16,0.08784
17,0.09116
18,0.08604
19,0.0857
