0,0.20142
1,0.1607
2,0.1275
3,0.11238
4,0.09474
5,0.09078
6,0.07184
7,0.06174
8,0.05568
9,0.05256
10,0.04624
11,0.03938
12,0.0369
13,0.03592
14,0.0357
15,0.03444
16,0.03126
17,0.03212
18,0.03122
19,0.0316
