0,0.2486
1,0.21664
2,0.20462
3,0.19152
4,0.19132
5,0.1889
6,0.18446
7,0.1765
8,0.16916
9,0.1587
10,0.1683
11,0.15032
12,0.15352
13,0.146
14,0.14442
15,0.13982
16,0.1341
17,0.14036
18,0.13848
19,0.13666
